time,x,y,z,roll,pitch,yaw,p,q,r,motor_1,motor_2,motor_3,motor_4,battery_voltage
20.835000,0.003312,-0.005390,0.499179,-0.316722,-0.062460,0.186258,-0.030264,0.003549,-0.004480,0.587005,0.505091,0.542590,0.540035,3.491650
20.837500,0.003316,-0.005447,0.501605,-0.004820,0.973177,0.185407,-0.000083,-0.017301,0.006817,0.523195,0.566036,0.542393,0.543722,3.491625
20.840000,0.003357,-0.005655,0.504330,-0.694488,-1.463527,0.174919,0.025227,-0.018961,-0.011433,0.532170,0.559035,0.565186,0.568648,3.491600
20.842500,0.003358,-0.005459,0.501128,-0.119745,-0.133378,0.187711,0.022364,-0.008388,-0.010578,0.535593,0.553994,0.602141,0.545266,3.491575
20.845000,0.003425,-0.005397,0.498980,-0.703291,-0.920444,0.185789,0.001399,-0.015421,-0.006647,0.556996,0.572330,0.541347,0.547353,3.491550
20.847500,0.003551,-0.005605,0.504751,0.317554,-0.521998,0.185182,-0.021012,0.023930,-0.002315,0.571227,0.534768,0.537352,0.556360,3.491525
20.850000,0.003533,-0.005583,0.514302,0.309925,-0.407685,0.190815,-0.000139,0.003883,0.004299,0.545759,0.543437,0.572767,0.546641,3.491500
20.852500,0.003547,-0.005584,0.496334,-0.503005,-0.132545,0.172271,-0.012525,0.018164,-0.004628,0.562385,0.506233,0.563479,0.557036,3.491475
20.855000,0.003470,-0.005655,0.502468,0.081489,0.580711,0.184383,-0.038791,0.033956,-0.002267,0.550179,0.542509,0.566663,0.565443,3.491450
20.857500,0.003542,-0.005816,0.499126,-0.798750,-0.437023,0.179047,0.003557,0.022876,0.008831,0.554424,0.555516,0.565740,0.575425,3.491425
20.860000,0.003500,-0.005821,0.496215,-0.876789,0.094913,0.177641,0.002345,0.025578,-0.019795,0.518665,0.552145,0.562203,0.546459,3.491400
20.862500,0.003403,-0.005851,0.503908,-0.311279,-0.151062,0.181922,-0.044432,0.040277,0.006717,0.561476,0.554730,0.544980,0.539924,3.491375
20.865000,0.003466,-0.005822,0.494325,-0.631216,0.569232,0.170738,0.000202,-0.027901,0.001139,0.561687,0.549178,0.562619,0.515410,3.491350
20.867500,0.003596,-0.005819,0.496781,-0.512463,-0.361921,0.160620,-0.011970,0.053414,-0.020793,0.543306,0.564646,0.566328,0.556993,3.491325
20.870000,0.003551,-0.005694,0.505794,-0.372734,0.077928,0.144991,0.018402,-0.065328,-0.001298,0.553855,0.534380,0.550276,0.562670,3.491300
20.872500,0.003641,-0.005653,0.505510,0.109400,0.030739,0.163261,0.024900,0.015657,-0.007991,0.571009,0.604850,0.549438,0.515188,3.491275
20.875000,0.003564,-0.005721,0.492162,-0.654057,0.170905,0.156440,0.008489,0.042497,0.000378,0.512628,0.537374,0.565560,0.532218,3.491250
20.877500,0.003597,-0.005841,0.502372,0.347544,0.648599,0.151963,-0.018753,0.008337,-0.010872,0.536829,0.564114,0.536904,0.540607,3.491225
20.880000,0.003479,-0.005760,0.487944,-0.633184,0.298264,0.154215,0.013628,-0.007487,-0.001157,0.597662,0.549000,0.563785,0.530932,3.491200
20.882500,0.003361,-0.005724,0.487375,-0.067952,-0.253058,0.149292,0.014720,-0.003100,-0.007502,0.558184,0.556187,0.559029,0.559210,3.491175
20.885000,0.003430,-0.005620,0.506843,-0.441361,-0.348092,0.137879,-0.006206,-0.063114,0.013540,0.555097,0.567454,0.541529,0.524756,3.491150
20.887500,0.003395,-0.005610,0.502268,0.179292,-1.492287,0.113904,0.001052,-0.001074,0.002157,0.565161,0.555504,0.567460,0.562605,3.491125
20.890000,0.003350,-0.005642,0.503478,-0.173033,-0.271244,0.107727,-0.024053,-0.009834,-0.011112,0.578001,0.533040,0.582746,0.594854,3.491100
20.892500,0.003351,-0.005606,0.495460,-0.577355,-0.641384,0.126655,0.009888,0.030011,0.002874,0.559174,0.504909,0.571847,0.558507,3.491075
20.895000,0.003347,-0.005579,0.493929,0.654429,-0.018829,0.135467,0.010311,-0.015048,0.002187,0.545032,0.547131,0.521657,0.547460,3.491050
20.897500,0.003499,-0.005463,0.489118,0.194268,-0.076420,0.161773,0.022875,-0.008496,-0.016501,0.579630,0.532719,0.566870,0.548041,3.491025
20.900000,0.003526,-0.005475,0.500099,-0.274933,0.088823,0.160907,0.005101,0.009305,0.016290,0.553334,0.549918,0.524327,0.548905,3.491000
20.902500,0.003532,-0.005442,0.493056,-0.033892,0.178229,0.147895,0.004771,0.001899,0.008867,0.541388,0.538292,0.565934,0.525260,3.490975
20.905000,0.003552,-0.005442,0.507367,-0.633636,-0.189068,0.142765,0.007880,-0.021290,0.005362,0.556865,0.550022,0.529649,0.577187,3.490950
20.907500,0.003451,-0.005474,0.496122,0.340588,-0.736280,0.139046,0.010177,-0.007584,-0.001323,0.562602,0.554174,0.528788,0.557641,3.490925
20.910000,0.003440,-0.005523,0.495509,0.124206,-0.723868,0.144833,-0.011983,0.022796,-0.002185,0.573927,0.572580,0.537774,0.563748,3.490900
20.912500,0.003461,-0.005554,0.493019,0.767106,0.572421,0.132603,-0.007716,0.029574,-0.020767,0.553948,0.555559,0.572105,0.545088,3.490875
20.915000,0.003582,-0.005400,0.506335,-0.313717,-0.222294,0.135329,0.029616,0.016513,0.007863,0.556205,0.562335,0.554416,0.554390,3.490850
20.917500,0.003598,-0.005349,0.503247,0.430175,1.008622,0.136368,-0.032038,-0.027239,-0.004974,0.551043,0.530799,0.582157,0.553994,3.490825
20.920000,0.003400,-0.005201,0.506518,0.908898,0.270140,0.140821,0.007185,-0.030500,-0.008876,0.547291,0.551064,0.549495,0.528521,3.490800
20.922500,0.003416,-0.005270,0.491103,0.386750,-0.185715,0.125275,0.004705,-0.013909,-0.007253,0.519890,0.514227,0.548032,0.529849,3.490775
20.925000,0.003354,-0.005166,0.499678,-0.057231,-0.079010,0.129229,-0.010990,0.011340,0.006548,0.562002,0.571652,0.551310,0.533456,3.490750
20.927500,0.003248,-0.005134,0.498438,-0.040403,0.230545,0.122629,-0.013429,0.003887,0.009066,0.569008,0.586642,0.555011,0.557524,3.490725
20.930000,0.003212,-0.005273,0.501592,0.103837,-0.465807,0.117886,0.013116,0.029904,-0.004302,0.528480,0.554352,0.560540,0.550880,3.490700
20.932500,0.003092,-0.005299,0.499380,-0.656609,-0.372692,0.120444,0.007162,-0.025812,-0.016170,0.540480,0.555642,0.542163,0.544421,3.490675
20.935000,0.003303,-0.005323,0.499148,0.748174,0.238982,0.133831,0.010648,-0.002801,0.004124,0.556920,0.561950,0.553804,0.551525,3.490650
20.937500,0.003267,-0.005076,0.494604,-0.161033,0.423052,0.134403,-0.020015,0.016720,0.002967,0.537687,0.561782,0.544531,0.590439,3.490625
20.940000,0.003310,-0.004963,0.495479,-0.351469,-0.238081,0.143699,-0.023898,-0.039958,-0.001115,0.533930,0.556198,0.560673,0.561658,3.490600
20.942500,0.003363,-0.005004,0.491483,0.570498,-0.534066,0.156644,-0.002628,0.012647,0.013405,0.580892,0.562659,0.539937,0.547958,3.490575
20.945000,0.003274,-0.005017,0.506036,0.083990,-0.181972,0.155234,0.009876,-0.005045,-0.007486,0.534375,0.578907,0.550784,0.517821,3.490550
20.947500,0.003391,-0.004967,0.501954,0.601684,-0.007674,0.154641,-0.012915,-0.001210,0.003568,0.569497,0.554664,0.542109,0.561651,3.490525
20.950000,0.003477,-0.004894,0.503969,-0.975999,-0.165166,0.164503,0.011330,-0.018443,0.017566,0.591226,0.568784,0.523063,0.537720,3.490500
20.952500,0.003452,-0.005055,0.499154,-0.424663,0.259038,0.163455,0.025921,0.004862,-0.004971,0.536472,0.572153,0.583932,0.540911,3.490475
20.955000,0.003548,-0.005098,0.503173,-0.951552,0.361964,0.136177,-0.002543,-0.004033,0.003186,0.566214,0.544078,0.578383,0.552161,3.490450
20.957500,0.003610,-0.005102,0.504958,0.239442,-0.375375,0.114039,0.018276,-0.030527,0.001438,0.568205,0.557422,0.537009,0.553475,3.490425
20.960000,0.003648,-0.005075,0.502023,-0.482476,0.301651,0.108023,0.015337,-0.001714,-0.005125,0.551255,0.564569,0.531660,0.569918,3.490400
20.962500,0.003674,-0.005179,0.502832,0.113524,-0.546834,0.094584,0.014387,0.028703,-0.001626,0.536783,0.528658,0.551113,0.542228,3.490375
20.965000,0.003666,-0.005130,0.502382,0.188279,0.366606,0.068534,-0.008878,0.021847,-0.010925,0.534039,0.533957,0.535349,0.564407,3.490350
20.967500,0.003736,-0.005181,0.509488,-0.422812,0.860748,0.061746,-0.005081,-0.022416,-0.009433,0.550644,0.543533,0.545821,0.523225,3.490325
20.970000,0.003663,-0.005008,0.503143,0.162431,-1.014858,0.057880,0.000720,-0.015981,0.000301,0.535053,0.538878,0.539205,0.567431,3.490300
20.972500,0.003514,-0.004929,0.499493,1.240941,0.119116,0.050600,0.012634,-0.000299,0.005108,0.521231,0.562276,0.560064,0.555272,3.490275
20.975000,0.003523,-0.005130,0.497182,-0.374463,-0.159636,0.060789,0.008354,-0.008663,0.004047,0.561616,0.550313,0.548574,0.567739,3.490250
20.977500,0.003593,-0.005107,0.495790,0.278118,-0.248379,0.061306,0.015357,0.028054,0.026571,0.563756,0.550452,0.562868,0.528310,3.490225
20.980000,0.003639,-0.005006,0.505636,0.330000,0.671814,0.051002,-0.025244,0.009519,0.011019,0.541994,0.599818,0.551330,0.549332,3.490200
20.982500,0.003594,-0.005011,0.508347,0.211642,0.192904,0.042800,-0.028168,-0.008136,-0.007577,0.524567,0.521693,0.566477,0.522839,3.490175
20.985000,0.003436,-0.005214,0.505885,0.228319,-0.498506,0.030174,-0.026786,-0.008426,0.004680,0.545704,0.543904,0.564871,0.521406,3.490150
20.987500,0.003460,-0.005258,0.512879,-0.140913,0.126471,0.023909,0.021988,-0.017439,-0.003670,0.537001,0.546786,0.574486,0.597810,3.490125
20.990000,0.003410,-0.005008,0.502774,0.515213,-0.065915,0.033935,0.023759,-0.035231,-0.012287,0.575096,0.570180,0.544658,0.563643,3.490100
20.992500,0.003268,-0.005137,0.497950,-0.237711,-0.021161,0.044440,-0.012744,0.017138,-0.008046,0.538244,0.541962,0.559085,0.569603,3.490075
20.995000,0.003261,-0.005187,0.499239,0.154590,-0.306038,0.040306,-0.049759,0.024064,0.023372,0.612861,0.555666,0.516946,0.559338,3.490050
20.997500,0.003207,-0.005221,0.503910,0.395447,-0.183381,0.040972,-0.013297,-0.001235,0.003430,0.523693,0.528120,0.516605,0.547155,3.490025
21.000000,0.003137,-0.005087,0.500800,-0.648544,-0.260153,0.031447,-0.005682,0.002829,-0.007964,0.588957,0.552934,0.531111,0.530047,3.490000
21.002500,0.003091,-0.004979,0.499277,0.186142,0.407013,0.030108,0.019015,0.018348,0.001482,0.523336,0.561812,0.533145,0.567342,3.489975
21.005000,0.003168,-0.004823,0.493396,-0.477239,-0.490472,0.030193,0.033555,-0.009630,0.017585,0.568351,0.536522,0.527632,0.544525,3.489950
21.007500,0.003217,-0.004913,0.512991,-0.082646,-1.080261,0.018230,-0.006094,0.024917,0.019579,0.538818,0.543432,0.550100,0.533377,3.489925
21.010000,0.003362,-0.005072,0.507154,0.234450,-0.080926,0.009369,0.008163,0.033514,-0.003387,0.530955,0.544566,0.542161,0.562412,3.489900
21.012500,0.003351,-0.005124,0.495632,0.646906,-0.798093,0.012536,-0.019529,0.023735,0.023528,0.549927,0.544022,0.543480,0.549840,3.489875
21.015000,0.003510,-0.004939,0.504962,0.748744,-0.090518,0.016681,-0.050245,0.009576,-0.012126,0.527052,0.566672,0.534567,0.569021,3.489850
21.017500,0.003491,-0.005047,0.505440,-0.569384,0.189841,0.012110,0.003437,0.044273,0.019270,0.540281,0.548448,0.522806,0.528046,3.489825
21.020000,0.003439,-0.004923,0.506580,0.033316,-0.347546,0.023940,0.016533,-0.003164,-0.002472,0.583679,0.534288,0.508811,0.547297,3.489800
21.022500,0.003532,-0.004961,0.508650,0.423442,-0.373153,0.022926,-0.035446,-0.006862,-0.010104,0.530651,0.582403,0.591013,0.555849,3.489775
21.025000,0.003434,-0.005018,0.499028,1.389150,0.109161,0.028627,0.011925,0.015807,0.007463,0.516767,0.552513,0.586792,0.566273,3.489750
21.027500,0.003344,-0.005149,0.502641,0.096990,0.225680,0.037661,-0.008305,-0.022899,0.008051,0.573785,0.561229,0.559506,0.540834,3.489725
21.030000,0.003464,-0.005285,0.499831,0.107888,0.196345,0.039595,0.019113,-0.044777,0.002813,0.561794,0.560487,0.593264,0.570480,3.489700
21.032500,0.003468,-0.005370,0.505699,0.185892,-0.639478,0.032385,0.014504,-0.018528,-0.000161,0.569717,0.560708,0.575538,0.560000,3.489675
21.035000,0.003388,-0.005517,0.491853,0.850012,1.294451,0.024372,0.041861,0.015904,0.012062,0.553421,0.558439,0.579638,0.573232,3.489650
21.037500,0.003341,-0.005614,0.496695,-0.406792,-0.619518,0.026543,-0.002610,0.008106,0.008874,0.526498,0.549685,0.519310,0.579363,3.489625
21.040000,0.003411,-0.005662,0.501810,0.640927,1.349671,0.021716,0.039141,-0.027844,-0.022339,0.534512,0.533816,0.605271,0.585101,3.489600
21.042500,0.003285,-0.005558,0.509002,-0.983470,0.403772,0.019431,0.023519,-0.024226,-0.007357,0.555679,0.495937,0.527096,0.515077,3.489575
21.045000,0.003253,-0.005526,0.497992,0.616090,0.031149,0.041252,0.026094,-0.002984,0.019305,0.544597,0.553803,0.563464,0.564304,3.489550
21.047500,0.003515,-0.005539,0.499915,0.811938,-0.182977,0.046832,0.028380,-0.013278,-0.000089,0.550324,0.517192,0.538330,0.530635,3.489525
21.050000,0.003558,-0.005450,0.492617,-0.158308,1.018570,0.046523,-0.007105,-0.011921,-0.013351,0.556125,0.554310,0.541092,0.549570,3.489500
21.052500,0.003534,-0.005484,0.505061,1.087525,-0.660587,0.043983,-0.008973,0.018392,-0.002621,0.545193,0.544869,0.558999,0.527288,3.489475
21.055000,0.003412,-0.005491,0.496227,-0.105623,0.378497,0.049324,-0.005923,0.013815,-0.004578,0.546336,0.529232,0.574091,0.544145,3.489450
21.057500,0.003397,-0.005589,0.497937,0.093386,0.194326,0.043842,-0.008091,0.018276,0.019158,0.550792,0.569365,0.540248,0.517603,3.489425
21.060000,0.003395,-0.005507,0.497223,0.102270,0.020023,0.034295,0.019835,-0.013590,0.014462,0.545257,0.531589,0.562222,0.572061,3.489400
21.062500,0.003384,-0.005659,0.505643,0.229685,0.540425,0.040315,0.042603,0.011111,0.012386,0.544960,0.562803,0.552472,0.526312,3.489375
21.065000,0.003475,-0.005680,0.494570,-0.518217,-0.167251,0.043779,-0.012245,0.007720,0.002976,0.565379,0.562325,0.567656,0.525663,3.489350
21.067500,0.003499,-0.005749,0.499027,-0.384717,0.267182,0.068759,0.017759,-0.002459,0.000395,0.552067,0.535041,0.558153,0.556910,3.489325
21.070000,0.003347,-0.005829,0.502850,1.458859,0.214798,0.052605,0.034411,-0.009771,-0.002798,0.575031,0.534469,0.541101,0.524003,3.489300
21.072500,0.003525,-0.005718,0.498628,0.308483,0.213567,0.040162,-0.027989,0.012024,-0.000842,0.541920,0.564340,0.521059,0.545663,3.489275
21.075000,0.003717,-0.005660,0.503403,0.003972,-0.197519,0.051858,-0.010653,-0.013008,-0.011350,0.575858,0.524913,0.554224,0.544558,3.489250
21.077500,0.003647,-0.005594,0.506464,0.250236,-0.253379,0.067516,0.019214,0.000336,0.003250,0.549638,0.556279,0.542449,0.566567,3.489225
21.080000,0.003582,-0.005571,0.503140,-0.723755,-0.233251,0.058385,-0.031120,0.001720,-0.003103,0.603423,0.552996,0.565318,0.530206,3.489200
21.082500,0.003630,-0.005462,0.500661,-0.465822,-0.283608,0.059123,0.014433,0.003058,0.004730,0.546264,0.544155,0.556132,0.494711,3.489175
21.085000,0.003902,-0.005531,0.498858,-0.470475,0.134750,0.069919,0.012753,-0.017504,0.003774,0.545129,0.555645,0.569741,0.568466,3.489150
21.087500,0.003963,-0.005540,0.503684,0.053292,-0.128354,0.077386,-0.000321,0.016136,0.000343,0.559206,0.573656,0.533092,0.538805,3.489125
21.090000,0.003935,-0.005455,0.498452,-0.598501,-0.233837,0.082646,-0.018033,-0.000106,-0.002186,0.551344,0.532067,0.558737,0.568300,3.489100
21.092500,0.003774,-0.005344,0.492681,-0.654741,0.235923,0.085225,-0.028541,-0.027607,0.018138,0.552576,0.557641,0.567293,0.562302,3.489075
21.095000,0.003934,-0.005290,0.503788,-0.382772,-0.359862,0.078474,-0.005560,0.030020,0.007411,0.545032,0.544169,0.550701,0.516978,3.489050
21.097500,0.003867,-0.005286,0.500363,0.756500,1.524334,0.077050,-0.017026,0.015755,0.023380,0.521918,0.576607,0.538630,0.557973,3.489025
21.100000,0.003857,-0.005115,0.497726,0.276941,-0.225185,0.080047,0.005092,-0.008070,0.006831,0.537935,0.548899,0.554603,0.553320,3.489000
21.102500,0.003621,-0.004986,0.496397,0.196120,-0.671791,0.067399,-0.005207,-0.008877,0.002198,0.542982,0.529709,0.562741,0.571181,3.488975
21.105000,0.003874,-0.005012,0.498261,-0.000794,0.897730,0.064507,-0.020826,0.006354,0.000652,0.540635,0.541437,0.542185,0.540376,3.488950
21.107500,0.003868,-0.004958,0.500710,0.249153,-0.791371,0.071424,0.011566,-0.015387,0.021204,0.565788,0.518605,0.579357,0.562928,3.488925
21.110000,0.003938,-0.004965,0.501450,0.443987,-0.389046,0.071852,0.004780,0.033231,-0.006651,0.556760,0.556945,0.555266,0.534090,3.488900
21.112500,0.003708,-0.004944,0.501576,0.194843,0.071592,0.067290,0.027530,-0.011629,-0.007020,0.542709,0.541271,0.545588,0.550270,3.488875
21.115000,0.003738,-0.005061,0.497979,0.021686,-0.361151,0.078609,0.038490,0.019747,0.004069,0.550326,0.506587,0.526341,0.562612,3.488850
21.117500,0.003772,-0.005128,0.501849,0.571090,0.108967,0.095180,-0.026532,-0.017571,0.004229,0.565377,0.539012,0.567179,0.545366,3.488825
21.120000,0.003827,-0.005250,0.505694,-0.063237,0.411031,0.099608,-0.022040,0.016773,0.005035,0.548172,0.584179,0.567859,0.539801,3.488800
21.122500,0.003704,-0.005171,0.501575,0.509848,-0.216833,0.102197,-0.036054,-0.026139,-0.014440,0.519739,0.536962,0.557076,0.556549,3.488775
21.125000,0.003799,-0.005144,0.492187,-0.598625,-0.409341,0.107409,0.002949,0.003045,0.003846,0.520710,0.534461,0.541839,0.550579,3.488750
21.127500,0.003768,-0.005085,0.497799,0.727822,0.383408,0.115663,0.034522,0.017170,0.008137,0.581653,0.563431,0.550483,0.517882,3.488725
21.130000,0.003950,-0.005091,0.508611,0.423203,-0.531590,0.099835,-0.000460,-0.003449,-0.017173,0.534763,0.601038,0.569609,0.539968,3.488700
21.132500,0.003917,-0.005116,0.509825,0.167919,-0.524115,0.097638,-0.018839,0.008896,-0.004535,0.534885,0.563005,0.532710,0.572056,3.488675
21.135000,0.003852,-0.005104,0.508047,0.194726,-0.620929,0.092308,-0.009142,0.016513,0.008944,0.558930,0.570818,0.563659,0.506737,3.488650
21.137500,0.003839,-0.005091,0.507922,-0.891471,0.218342,0.096463,0.004573,0.010392,0.000160,0.507347,0.551495,0.568301,0.561436,3.488625
21.140000,0.003781,-0.005134,0.499128,-0.188447,-0.493880,0.106454,0.007087,-0.008333,-0.015108,0.533413,0.543879,0.567641,0.536910,3.488600
21.142500,0.003733,-0.005236,0.504633,-0.103317,0.369785,0.109955,-0.016678,-0.012763,-0.002058,0.562536,0.530717,0.526499,0.518352,3.488575
21.145000,0.003879,-0.005192,0.499530,0.295946,0.007285,0.106138,-0.000268,-0.000583,-0.007236,0.574678,0.521540,0.528288,0.502435,3.488550
21.147500,0.003911,-0.005105,0.497404,-0.461675,-0.384452,0.113307,-0.009906,-0.005758,-0.005751,0.566686,0.533912,0.573424,0.549665,3.488525
21.150000,0.003796,-0.005128,0.495551,-0.393479,-0.075024,0.128184,-0.014088,0.038606,0.007928,0.521596,0.544451,0.520544,0.565995,3.488500
21.152500,0.003833,-0.005133,0.506035,0.099503,0.585525,0.125205,0.033359,-0.022039,-0.016306,0.570772,0.512049,0.528988,0.552812,3.488475
21.155000,0.003746,-0.005019,0.501034,0.750944,-0.425463,0.141340,0.014495,-0.036350,-0.005220,0.561523,0.526488,0.543465,0.540371,3.488450
21.157500,0.003664,-0.004919,0.499805,0.099894,0.399663,0.142532,0.014008,-0.039703,0.013131,0.565752,0.536276,0.538282,0.567875,3.488425
21.160000,0.003723,-0.004925,0.499746,-0.481985,0.728676,0.142164,0.037002,0.022273,0.018636,0.516694,0.563121,0.539450,0.570918,3.488400
21.162500,0.003680,-0.004826,0.508457,0.529344,-0.895020,0.134762,0.019610,0.005782,0.018824,0.526524,0.548257,0.555168,0.529809,3.488375
21.165000,0.003588,-0.004691,0.496330,-0.033289,-0.864179,0.136912,-0.010481,-0.002197,0.007568,0.559129,0.508631,0.549222,0.559372,3.488350
21.167500,0.003498,-0.004491,0.496878,0.085441,0.789016,0.132714,0.049863,0.017228,-0.015594,0.551800,0.542967,0.549142,0.552111,3.488325
21.170000,0.003439,-0.004654,0.495864,0.338386,0.840648,0.146567,-0.005437,0.008315,-0.002028,0.561207,0.562368,0.530965,0.560902,3.488300
21.172500,0.003724,-0.004765,0.505218,0.573727,-0.056342,0.161754,-0.001372,0.000197,-0.010712,0.543239,0.559855,0.526651,0.560754,3.488275
21.175000,0.003758,-0.004741,0.499334,-0.179440,-0.193580,0.165694,0.023669,0.008563,-0.021970,0.572243,0.586682,0.556064,0.550185,3.488250
21.177500,0.003762,-0.004621,0.498653,-0.148643,-0.957470,0.155582,-0.010533,-0.002390,-0.018126,0.538084,0.583872,0.527296,0.583204,3.488225
21.180000,0.003950,-0.004801,0.504301,-0.660756,-0.282875,0.157519,-0.000975,0.063460,0.008987,0.590453,0.597468,0.559255,0.549634,3.488200
21.182500,0.003880,-0.004737,0.502385,0.658937,0.058085,0.157580,0.014389,-0.011346,0.007983,0.531580,0.557040,0.567634,0.522338,3.488175
21.185000,0.003966,-0.004702,0.497127,0.345890,0.442498,0.157418,-0.018850,-0.003806,0.011884,0.546689,0.585623,0.539420,0.559317,3.488150
21.187500,0.003952,-0.004641,0.504203,0.330186,1.326716,0.159013,0.012398,-0.026768,-0.007897,0.560543,0.542749,0.520243,0.510941,3.488125
21.190000,0.003900,-0.004477,0.501829,0.136024,0.321660,0.165045,-0.013154,-0.039370,-0.014194,0.544802,0.540784,0.527746,0.553316,3.488100
21.192500,0.003736,-0.004587,0.496457,-0.293395,-0.068047,0.153603,0.006126,0.029240,-0.007151,0.560043,0.569003,0.534034,0.562311,3.488075
21.195000,0.003863,-0.004600,0.495871,0.193290,-1.344328,0.149946,0.020893,0.030791,0.019001,0.521338,0.512633,0.548429,0.555213,3.488050
21.197500,0.003924,-0.004820,0.498865,-0.678196,0.432343,0.147686,0.012247,0.038895,0.001318,0.555150,0.559841,0.552152,0.556881,3.488025
21.200000,0.004005,-0.005011,0.499553,-0.286357,0.987654,0.150610,0.002077,0.022575,-0.014756,0.490397,0.562449,0.530610,0.518596,3.488000
21.202500,0.003987,-0.005094,0.500502,-0.672981,-0.711345,0.149539,-0.026939,-0.030957,-0.005974,0.530275,0.571178,0.571568,0.545583,3.487975
21.205000,0.003909,-0.005141,0.506646,0.109292,-1.194394,0.158906,0.016932,-0.012533,0.003824,0.553411,0.554281,0.551877,0.569393,3.487950
21.207500,0.003887,-0.005260,0.494563,0.980968,0.133317,0.154734,0.015208,0.015517,-0.002085,0.574407,0.540509,0.542315,0.565860,3.487925
21.210000,0.003806,-0.005198,0.495514,0.074474,-0.486767,0.134221,-0.036963,-0.008150,-0.000396,0.505826,0.573215,0.549813,0.526406,3.487900
21.212500,0.003979,-0.005179,0.507572,-0.468317,0.040789,0.128656,0.008668,0.005326,-0.003855,0.575585,0.534478,0.559728,0.544069,3.487875
21.215000,0.003996,-0.005342,0.492302,0.392057,-0.246825,0.120517,-0.015807,-0.002521,-0.000292,0.565925,0.539956,0.522740,0.534398,3.487850
21.217500,0.003939,-0.005185,0.502581,0.534541,-0.637052,0.108529,-0.028103,0.019926,0.002965,0.526973,0.509276,0.570024,0.569245,3.487825
21.220000,0.003890,-0.005030,0.495907,1.281246,-0.551764,0.114263,0.004589,-0.000009,0.017106,0.541935,0.570179,0.510527,0.576450,3.487800
21.222500,0.003730,-0.004960,0.496007,-0.135991,0.346388,0.114276,-0.022122,0.009065,0.005812,0.592640,0.507917,0.555899,0.557512,3.487775
21.225000,0.003707,-0.004861,0.498490,-1.123666,1.047663,0.127336,0.010780,0.003467,-0.002350,0.579568,0.536184,0.553634,0.596885,3.487750
21.227500,0.003650,-0.004685,0.507719,-0.449265,-0.240777,0.117968,0.015957,0.020100,-0.006065,0.577706,0.583326,0.555739,0.530417,3.487725
21.230000,0.003707,-0.004762,0.497506,0.296777,-0.136051,0.102903,-0.019637,0.034405,-0.000194,0.555670,0.557908,0.574903,0.540509,3.487700
21.232500,0.003730,-0.004858,0.498189,-0.535743,-0.108722,0.098639,0.006265,0.050225,0.012347,0.544230,0.533586,0.550051,0.553308,3.487675
21.235000,0.003840,-0.004882,0.500125,-0.124189,0.181845,0.090698,0.007277,-0.011124,0.013184,0.513404,0.549987,0.597725,0.538661,3.487650
21.237500,0.003987,-0.004729,0.488529,-0.320864,0.403091,0.090070,-0.017295,0.015561,-0.010415,0.536179,0.523449,0.589703,0.534276,3.487625
21.240000,0.003923,-0.004841,0.502232,0.592428,0.335366,0.087469,0.014030,0.011862,-0.015687,0.574335,0.548450,0.542377,0.541484,3.487600
21.242500,0.004170,-0.004863,0.500753,0.343331,-0.020879,0.077517,0.023268,-0.004783,-0.019349,0.547828,0.567179,0.539775,0.519924,3.487575
21.245000,0.004060,-0.004803,0.505816,-0.057933,0.318616,0.081780,0.008684,0.016776,-0.004550,0.533357,0.551389,0.549009,0.529872,3.487550
21.247500,0.003839,-0.004913,0.496162,0.057101,-0.378055,0.093544,0.041258,0.003885,-0.007143,0.531060,0.566078,0.566027,0.562899,3.487525
21.250000,0.003731,-0.005080,0.500929,0.042017,-0.268891,0.072314,-0.014771,0.020324,0.005574,0.539765,0.540396,0.520931,0.535063,3.487500
21.252500,0.003872,-0.005143,0.495920,0.056164,0.477796,0.064191,-0.001804,-0.010661,-0.004520,0.576969,0.512119,0.548094,0.586636,3.487475
21.255000,0.003888,-0.005328,0.506360,-0.484445,0.481809,0.047889,-0.013708,-0.020812,-0.008475,0.554119,0.564134,0.549527,0.557207,3.487450
21.257500,0.003931,-0.005148,0.504364,-0.094020,0.571038,0.048560,0.029042,0.024042,0.003273,0.549370,0.552148,0.573226,0.557513,3.487425
21.260000,0.003868,-0.005204,0.506379,-0.614387,0.074375,0.045934,-0.025551,0.052628,0.004515,0.573241,0.543925,0.552785,0.541296,3.487400
21.262500,0.003729,-0.005287,0.502395,-0.283283,-0.100017,0.065116,-0.011069,0.007438,-0.007911,0.565511,0.541992,0.551839,0.563082,3.487375
21.265000,0.003749,-0.005463,0.497466,0.359690,-0.977546,0.063946,0.008278,0.013887,0.011684,0.539032,0.516303,0.539056,0.558726,3.487350
21.267500,0.003830,-0.005519,0.495568,0.807844,0.237023,0.065625,0.003112,-0.011192,0.008015,0.555473,0.569293,0.541852,0.502645,3.487325
21.270000,0.003811,-0.005547,0.503715,-0.619640,-0.716807,0.064392,-0.011090,0.006783,0.025089,0.567149,0.549457,0.510816,0.551767,3.487300
21.272500,0.003793,-0.005660,0.497530,0.520948,0.483547,0.077426,0.019926,0.021110,0.004208,0.558430,0.577521,0.578421,0.573319,3.487275
21.275000,0.003880,-0.005567,0.500480,0.145040,0.199363,0.080958,-0.001588,0.004318,0.007877,0.499161,0.543803,0.565306,0.563258,3.487250
